timestamps,eeg_1,eeg_2,eeg_3,eeg_4
1755849370.482322,4.967141530112327,-19.805719675604067,0.7883775966813557,9.60894565497612
1755849370.486322,-1.3826430117118464,-10.54985646936872,5.628974831850584,-3.699647367504613
1755849370.490322,6.476885381006925,-5.87028406292586,3.4110195328337283,-5.79580891453057
1755849370.494322,15.230298564080254,1.4966891092469146,-12.779141981929174,9.333121581149499
1755849370.498322,-2.3415337472333597,10.241623266068782,-1.8622030202792714,-27.31539731767083
1755849370.502322,-2.3413695694918055,6.941359433717644,6.527795490842441,-12.754123246024529
1755849370.506322,15.792128155073915,-11.793247984474855,4.1804032243792975,2.426529052654695
1755849370.510322,7.674347291529088,-3.717122621656524,-7.8187042054722475,8.380319680355273
1755849370.514322,-4.694743859349521,0.7637558870256657,4.1590347426444065,8.467759860298381
1755849370.518322,5.425600435859646,-2.622071244464994,9.148892518044399,-27.230645697754355
1755849370.522322,-4.634176928124623,-2.6929522586829435,-9.7629903621045,-4.841043150192567
1755849370.526322,-4.657297535702568,-17.227433246542716,-19.602337386125686,8.603990803007033
1755849370.530322,2.419622715660341,-11.527341511396404,17.740633864071853,-10.269806717383123
1755849370.534322,-19.13280244657798,-4.029398491392732,3.1533491407774346,-2.3335258602783524
1755849370.538322,-17.249178325130327,-30.932256749451625,-4.572918288911946,4.510036159309114
1755849370.542322,-5.622875292409727,6.406443200098545,-4.9155529496062265,0.652862332873779
1755849370.546322,-10.128311203344238,-13.726790997110696,1.467905375237725,4.890894963666189
1755849370.550322,3.142473325952739,6.868381332651379,10.410184105215592,-1.7284265796805465
1755849370.554322,-9.08024075521211,5.9891600447091,-15.09788136871486,5.695853848614246
1755849370.558322,-14.123037013352915,-5.436930431123843,-4.00944559823744,5.931576793982762
1755849370.562322,14.65648768921554,10.005483257015378,16.539674199545736,8.540165088634405
1755849370.566322,-2.2577630048653567,7.431973449249332,8.246189558201007,7.970944920531386
1755849370.570322,0.6752820468792384,-3.089614708346406,7.393077205547591,9.851496132260452
1755849370.574322,-14.247481862134567,-4.217596151916983,4.076965113788939,-4.83060174096486
1755849370.578322,-5.443827245251827,10.972327856643567,3.104812765325036,-4.272239135977183
1755849370.582322,1.1092258970986608,2.3201383940766416,-4.681751038217448,2.020215186572857
1755849370.586322,-11.509935774223027,10.446971683681422,-5.582165175640257,19.58987893471837
1755849370.590322,3.7569801834567196,-23.88974074352737,8.061324475603655,2.2815940754136808
1755849370.594322,-6.006386899188049,0.9848509701946212,-5.3960756388727615,16.777455077718727
1755849370.598322,-2.916937497932768,-15.77409086969373,2.8383258179486197,14.80298443905716
1755849370.602322,-6.017066122293969,-0.2578850748676315,1.517354913250618,14.872016540686456
1755849370.606322,18.522781845089376,7.138202083458839,21.918875824841976,14.123917934968555
1755849370.610322,-0.13497224737933922,17.39140145749103,-1.6042229633668876,-9.486102215354668
1755849370.614322,-10.577109289559004,-9.38166728437186,11.684633122520026,-10.78770002671082
1755849370.618322,8.22544912103189,-5.25704805301983,7.073051056639148,-8.60723720574021
1755849370.622322,-12.208436499710222,-0.9553290707553754,-1.1724288741233224,11.18637443816636
1755849370.626322,2.088635950047554,-9.745311014618904,-12.439873357605595,-2.764014313241459
1755849370.630322,-19.596701238797756,9.785597287892571,-0.5296355810964748,-6.0127002474007165
1755849370.634322,-13.281860488984305,-0.7009454536562352,8.992364267471993,-4.172235019331831
1755849370.638322,1.9686123586912352,1.2195702337604606,-12.248175802291643,4.783437594604162
1755849370.642322,7.384665799954105,6.201731267741587,8.357095015353007,-6.965338872807624
1755849370.646322,1.713682811899705,-0.717115163754094,13.428868704211743,-5.007385663094972
1755849370.650322,-1.1564828238824052,-8.175391281758651,0.9600706991189901,-3.043125574279548
1755849370.654322,-3.011036955892888,-0.6302023829846698,9.136967014235044,9.175907630042492
1755849370.658322,-14.785219903674275,-8.561813595133891,1.4025448292592966,-16.5883981230782
1755849370.662322,-7.198442083947087,1.0798088911648624,5.713814409265271,0.08874728806261661
1755849370.666322,-4.606387709597875,9.969377208017967,14.935802857551694,-3.5712898317558133
1755849370.670322,10.571222262189156,-11.749782922723318,-15.539759502445607,6.078672357869883
1755849370.674322,3.436182895684614,-15.323710014420923,-7.652188928038167,-1.141807657841412
1755849370.678322,-17.63040155362734,0.4924993591967409,12.506814379233537,-9.178814935556517
1755849370.682322,3.24083969394795,-7.677996167439059,14.351205913038925,21.492965169777484
1755849370.686322,-3.8508228041631654,0.31745274411968943,-14.079259373684675,15.44696090097216
1755849370.690322,-6.769220003059587,3.204035206097007,15.623035978073819,2.4581126201227903
1755849370.694322,6.116762888408679,-21.436862289285394,-25.721394162400657,5.92108633189863
1755849370.698322,10.30999522495951,6.898494276585421,6.255895186950785,-7.449794404439246
1755849370.702322,9.312801191161986,-11.696685029552489,2.187942853350035,2.0882410755051777
1755849370.706322,-8.392175232226386,-0.22347950564689917,-7.331126422263498,26.553616353563505
1755849370.710322,-3.092123758512146,-6.593823354384302,-6.715461236407426,12.399558584055427
1755849370.714322,3.3126343140356393,-5.519570147842944,-6.3468370784258,-10.560231794031093
1755849370.718322,9.755451271223592,16.939579396179884,-2.0415242070368356,4.0444482776938955
1755849370.722322,-4.791742378452899,3.1926752079566105,19.860353745916292,0.8174222331263125
1755849370.726322,-1.8565897666381712,9.046884029535908,8.231036374738753,5.206255998231191
1755849370.730322,-11.063349740060282,1.509413542027429,14.344041300692357,17.81969137715206
1755849370.734322,-11.962066240806708,6.200135746549539,-3.220771548847291,-9.09642156937592
1755849370.738322,8.12525822394198,4.173783621434519,2.3025892405716295,-2.0189323470693927
1755849370.742322,13.562400285708229,2.544561446868258,-10.715946371168389,-11.236720934723614
1755849370.746322,-0.7201012158033384,11.0715590916468,-2.7844472075870206,2.1482780104351566
1755849370.750322,10.03532897892024,1.565054538442701,-5.524995770645335,1.0775943140524902
1755849370.754322,3.6163602504763412,22.851485722177053,4.886392241682071,20.83122675570893
1755849370.758322,-6.451197546051243,9.605315728124378,-7.06854389772492,-8.512485944316916
1755849370.762322,3.6139560550841394,-11.395406977396899,-8.368649319674558,9.06033244091785
1755849370.766322,15.380365664659692,-1.7654970898298235,3.9635091924514905,-26.210293691753613
1755849370.770322,-0.35826039109951535,3.970775994906683,-0.5351696687182108,19.329395360978644
1755849370.774322,15.646436558140062,0.4449683571203692,-7.00534058570091,0.2891024498100868
1755849370.778322,-26.197451040897445,6.868734189721679,-8.466441311211506,1.3929039941625365
1755849370.782322,8.219025043752238,7.970167048338736,-7.0086977550798295,-2.2275587867770095
1755849370.786322,0.8704706823817122,-13.595869857989646,8.146145268986961,4.735402460354839
1755849370.790322,-2.9900735046586746,12.810775447164946,4.175281423626004,-5.9465801696729095
1755849370.794322,0.917607765355023,-4.9681746548604435,-7.551771251764297,1.4388444024780687
